0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
49905.71047430017,49929.46979815436,50023.52391617517,49888.091232049526,50182.37390071955,50397.55322187881,49921.28911142047,49850.04573776652,50128.55427319527,50482.95328020522,50128.57020627784,50026.70609011633,50078.164703303824,50108.82651930824,50180.04054676651,49999.09017488896,50035.64683324168,50276.190066187766,50063.62514485099,50087.22735354611,50429.19513722457,50709.70517070574,50545.90276988552,50241.2375754232,50209.63749851968,50175.01820855846,50776.92865199089,50114.47843371703,50177.15746069498,50517.48143868618,50224.18773131882,50023.27480664249,50594.89078579384,50888.10901083886,50573.68406353273,50014.30812385206
49913.82711150633,50002.09160735043,50093.53475860517,49698.81601458617,50364.53837739219,50134.33767065852,50139.97409525392,49811.893677390006,49996.784657770455,50408.98322913276,50284.28087732443,50121.280702950244,50133.05072363694,50131.22306914381,50067.368863030766,49887.73925881197,50222.986554830146,50251.656369621815,50128.85934165191,50119.83673167848,49955.62511588653,50756.4813943137,50691.490879477795,50446.346683664575,49892.5618562066,50104.67020024932,50166.59321633998,49796.5969014233,50224.105370628095,50542.99226777231,50386.32745784686,50202.11904027861,50411.812809704934,50663.664962596544,50610.23471738404,50401.00194746747
49990.29328726564,49780.19658780855,50100.42979975143,49783.88858998056,50202.903165862335,50662.31273917696,49894.04439804021,49827.65245862855,49972.591922862535,50415.420533101,50303.93538198402,50029.9245316736,50411.54456141327,50137.50986332367,50127.46680614499,49688.24609743642,50195.23132134003,50442.156444986045,50196.55925364224,49754.294211891785,50236.123623164465,50665.25488470136,50653.512540840384,50256.884474325176,50352.61594734229,50246.91558641752,50145.609228457404,49963.36375967845,50236.285259884164,50726.614337110404,50378.65940979373,50268.783121739136,50628.05882535087,50678.16748828848,50602.338630298626,50243.51547505518
49821.687266346285,49784.71549340371,50151.92334599024,50197.77913857408,50272.78653644579,50446.545173178594,50177.7196406297,49676.83263186675,50104.87724394402,50455.30197176312,50293.49776238499,49816.54993730143,50078.91723516236,49907.968685673346,50175.615818412894,49858.85457464835,50261.75373823345,50427.27612588991,49909.01825297175,49999.28760660713,50816.66958991287,50710.561802766904,50675.10384775559,50278.63831325804,50147.857283167454,50018.79039882239,50074.14444481729,49875.09332972346,50318.65579579289,50588.33280381883,50231.75151111439,50291.337888005575,50648.79471689138,50813.04667126279,50678.467219906976,50268.77654929776
50006.79852721267,50084.791301442485,50056.50855286828,49684.52532492604,50282.640158573995,50392.36930963746,50011.80843493636,49641.95430841611,50397.393436003615,50347.18318367351,50016.21742214704,50079.11185103386,50139.52801056256,50194.03322198003,50136.75261877751,49928.268231635426,50123.7541457361,50318.52933948215,50011.12937125684,50078.09858026105,50367.776453102255,50823.30760814146,50734.322489816965,50177.3839615325,50161.33672959472,50121.877752723376,50331.87492501537,49969.07202587253,50213.37310878779,50399.63335272666,50199.30969938679,50323.28792869543,50546.658891945546,50721.12662545865,50508.541325625774,50167.05311338595
49876.095327778894,49791.690007788995,50098.69208919401,49801.50362343155,50029.11695251915,50247.92392080414,50078.98646692119,49983.66358411696,50080.85734815577,50253.85161905876,50004.491377563194,50557.49248541483,50386.893356526445,50096.26041344984,50137.39504291416,49773.432481241995,50138.52477025467,50411.91135963508,50228.42629011107,50113.8643887652,50356.97121036384,50667.45073413994,50417.91483383986,50218.20173196772,50309.14595901198,50065.56376539963,50066.12369377901,49787.290667975816,50109.01940818046,50709.54996550755,50520.812560518585,50162.83465932079,50509.142750475046,50844.067265304264,50697.00007813008,50367.50120724109
49596.67677914653,50047.70882126849,50100.74318997914,50115.88119843515,50174.623073975665,50272.98481677698,49963.34395592531,49731.647173435405,50114.29693110745,50439.416806075824,50330.7460934736,49907.46397195618,49864.42546570086,50271.62671228249,50395.503423606606,49882.83163824085,50179.16489508865,50237.38405852382,49884.31335958412,49977.36706767509,50331.589090000416,50703.81736087442,50370.250243400544,50094.69519409298,50270.97213890862,50234.44002330741,50215.190967483526,49993.72099441736,50131.795607062944,50127.667094441065,50221.68023742567,50228.44720401317,50463.323359638205,50827.436271837956,50515.77363194986,50137.707447976376
49929.635032919825,49624.12630355564,50110.21328777943,49765.466027138325,50447.13477100939,50347.989885975374,50063.14322384309,49703.169733872775,50093.616452020775,50176.624473681295,50347.83828499197,49908.56045923884,49996.77132608001,50016.59748999185,50190.95148009058,49957.74648520386,50390.088069096266,50416.7534148265,50137.138306424575,49952.47650584792,50305.73997540778,50690.45964286222,50331.8824617963,50036.63875723729,50217.155205401454,50102.30084711678,50349.78204539475,49819.59438906787,50268.28360225933,50778.361296955976,50273.77387010743,49945.379583681424,50783.9495638555,50825.469937704336,50836.9905067097,50110.839152521476
50015.669751795394,49958.74467703686,50056.632721033384,49785.44467121789,50122.8889467003,50271.329438860885,50067.80237842291,49997.06205196706,49888.67411102202,50118.66411060386,50326.25678839919,50256.04757825188,50233.30149920629,50069.91069367348,50216.687484546674,49832.828973953045,50146.68771455648,50524.72381097596,50308.18150681165,49975.264344346106,50415.10177345398,50480.80152953893,50510.55538989504,49878.22946892202,50485.26809645927,50236.923200501406,50163.882624172824,49906.282967783925,50138.91292118461,50437.26726240508,50481.93365771783,50211.335848147544,50691.54382501034,51014.8543103175,50622.100359360404,50322.15532079543
49874.630949163424,49872.5305266259,50082.951587975134,49632.461357389824,50146.02506613899,50219.200011960405,49986.63659720214,49850.83226949229,50042.68005438071,50312.280373224916,50067.675263954916,49908.30802930723,50101.46309841559,50189.03642338987,50166.75592250838,49864.9325101762,50070.42098122832,50389.46173962996,50070.40501522919,50160.12999671383,50626.8879699159,50633.1579186726,50499.07117994309,50270.82590671395,50315.94094697877,50296.72974851246,50043.30234856538,49816.44885857569,50189.43917111937,50532.33684343818,50378.42382054225,50257.4859573183,50542.497563892655,50801.755049039566,50570.792624451664,50223.63303358742
49737.72498827198,49954.608811617254,49931.97651094752,49856.77534258323,50263.67982834216,50274.27780052677,50032.68150946478,49677.04651477003,49881.594159857304,50336.702951055064,50306.157375893046,50074.63987404496,50292.109484028995,50253.025416278586,50013.913794712236,49885.05913002118,50532.21552132595,50414.555352551666,49965.3847947656,49766.7172868678,50242.14957346484,50644.100676567774,51075.793424603304,50236.55080646179,50149.66429008116,50205.33108753963,50252.71352844645,49845.75261376832,50339.612262555514,50723.05300640904,50480.18689675146,50267.82680512748,50546.532205733456,50933.48481800149,50657.7595635145,50107.53657279872
49969.18056765388,49971.03539486,50010.039845643376,49776.96119036888,50011.407337031764,50206.71044617745,50098.57021923084,49810.47166533907,50241.70454816305,50160.48057931064,49764.974576754976,50049.802479362574,50119.324992583126,50082.79675170358,50301.67083379821,49819.63774798482,50295.843484365796,50157.93753426,50191.48741757505,50009.59966955764,50252.898323962465,50494.424984516016,50707.42301407845,50904.17416879608,50145.564031956084,50261.03015788416,50200.43470720478,49841.74055224044,49994.6048299743,50583.26379541677,50250.98181241305,50319.579717558736,50588.26839283157,50731.771321616034,50544.935313432885,50505.61635343447
49662.830958907405,49907.534857496525,49962.97724905966,49758.07063156412,50288.381687346686,50376.06508482431,50032.99923012392,49832.36015818312,50125.11409020667,50347.68769264076,50106.82480522897,50128.67342147393,50292.90806754269,50184.112868722186,50095.16558705808,49847.82596248705,49792.46858264293,50345.65435179707,49953.441168185316,49898.97353514828,50326.97586894976,50416.260911982085,50310.290180382326,50188.11961886507,50511.385130026254,50049.893861765864,50277.90745589799,49491.35705899826,50287.74811000095,50727.6554324466,50399.75504293011,50330.89283767833,50530.144563288704,50751.62845230454,50694.65629208657,50246.2311099913
49859.70145113993,49989.128946067496,49890.81298306118,49695.33909554232,50043.42896408245,50077.46136070966,49861.0780458831,49649.85386305963,50039.822010368895,50397.76416943944,50470.56312664482,50116.30084895019,50010.01763656525,50044.86026550194,49942.181332262,50057.871636650314,50048.22452840608,50562.29206188155,50276.029389338335,49806.94061905435,50476.49117618983,50562.812502908535,50426.32202812397,50261.11957958041,50440.31072461826,49968.6363232888,50170.40199640297,50015.74624163663,50239.570591348805,50397.38685661434,50402.87539449249,50085.73253013254,50597.52264230038,50767.92358663862,50683.3304233708,50319.76713064202
49975.66403771738,50116.18890384914,50165.60119546054,49738.85557430383,50067.93737721734,50298.46397308242,50011.45828514912,49892.63277180593,50000.10779799407,50264.363052140354,50315.88697084875,49904.833721988725,50205.19634840433,50168.17133501531,50082.698379756446,49475.22849280469,50103.446308528844,50502.86326271978,50100.90403436519,49812.59627247925,50328.61419638237,50486.15691874412,50432.94141377539,50285.33260884806,50280.909357425706,50158.532974409245,50330.73587285665,49715.12783360232,50187.11402300659,50639.54879638929,50131.06012751632,50429.053510547696,50490.205031820806,50868.31246321691,50483.735018348925,50183.92997495849
49897.521327172246,50009.935039085445,50143.004196305366,49792.274514632045,50101.961902540876,50663.43667110497,50100.61067785482,49931.57870630609,50079.33823882328,50133.741729575515,50278.13999301656,50109.95070722435,50150.613047807674,49948.02044115118,49973.21599714361,49799.37082544548,50067.66478281152,50241.25774882484,49940.676929597736,50090.31235689947,50330.65486757562,50614.079366482496,50163.21612927484,50176.93951686317,50431.20221224558,50207.686008116005,50046.13681363662,49952.83152773314,50114.5441186613,50584.42194177284,50452.343096355755,50184.98528366553,50461.45012568709,50852.906154043056,50567.378494309996,50073.38956070107
49934.35554878782,49856.121865340305,49992.45621414185,49787.56711420426,50243.64135816745,50399.667713586925,50080.92964937889,49883.93764702357,49941.9634251071,50262.668128903635,50307.91002877959,49980.875790372644,50141.30997600078,50152.641467345224,50112.817545016806,49741.93769480654,50170.538995253184,50511.17563158279,50134.99377118732,50444.19754519066,50309.089359159814,50494.26087858914,50291.50459171067,50203.42275076348,50049.31671569218,50104.897129886915,50380.53208630297,49794.251303648605,50339.70184564894,50594.85317801067,50573.62942121462,50382.72628024686,50478.92770628114,50770.46274945701,50567.801562723216,50397.696738871506
49927.42286906262,50008.01439138768,49936.2115559817,49748.53026174748,50141.83917208525,50370.011165898206,50325.15526563098,49953.68907323363,50118.76648966494,50185.9527108704,50248.329560457605,50192.581048004424,50044.97742403251,50259.127991336936,50348.12929026695,49671.724775736235,50078.51907606573,50577.76800036087,50047.34783554841,49874.644062085536,50392.80269583577,50614.51632839951,50360.26189272444,50009.41972877944,50184.449859425265,50177.50279451456,50271.35934467546,49771.84162813611,50210.148891421595,50677.29185790487,50482.678313907636,50104.13781607617,50451.55573071712,50588.77899206807,50636.11944413391,50424.36650071255
49843.355363586496,49858.353276966576,50052.04595118925,49759.60975217812,50230.224405764515,50387.381751266206,50144.76037928961,49831.11754837865,50119.558570417226,50386.4570073541,50417.91446731154,49587.10793454138,49988.736336248614,49935.64901453146,50133.47578638379,49976.996032741525,50235.77963216496,50249.18355654934,50323.75021148962,49790.07814116499,50232.304253399314,50694.3928010119,50724.74264109179,50045.950894183276,50193.56764220432,50127.872146131165,50250.54624195234,49961.75907050045,50268.45002375124,50359.13644582278,50394.23635245649,50144.886511326076,50546.49817281502,50697.77722661705,50457.713203892294,50375.601935460814
50017.72849315799,49767.63470208828,50188.26951196249,49596.48074570399,50036.14502714792,50422.577629163854,50054.91759893648,49833.471302849626,50004.45488849721,50253.80670774749,50325.650108426875,49918.05635820471,50012.185347708575,50309.899266487744,50193.88339261356,49868.35708659509,50124.97004772703,50379.305265698815,50305.93242044484,49868.62429562067,50502.80992045783,50746.75196854577,50303.861342264565,50172.09107086855,50406.34597921231,50116.310072043554,50248.43601992564,49907.38501352925,50200.47197789675,50530.050319073205,50461.28051333733,50186.440056217565,50862.343921646716,50542.07386930879,50496.62566985531,50234.273663480286
49922.759347820036,49966.03459458375,50249.691734266395,49879.179321877906,49975.107714457954,50138.60343563301,50014.75089372885,49801.86460221692,50293.89367670602,50441.537068078185,50219.35755398035,49865.59314423861,50154.071784423155,50122.68526724391,50279.53367326593,50031.46452233119,50079.451760065276,50283.97637068084,50291.64100413365,50098.73420354023,50587.64104784136,50645.94873322126,50378.96025606586,50168.283505549014,50293.69180470866,50303.88014687199,50187.62784362435,50029.574722344536,50286.662755810095,50492.07893369748,50337.275188126274,50329.18937895526,50865.893726708106,50623.455461130776,50600.932883678455,50103.72904523778
49870.52740840216,50022.93848633531,50365.42063596091,49797.650358100225,50034.22619732351,50289.23084702465,49812.217000243436,50003.07368793614,50265.35005765748,50290.79191214266,50229.64647376302,50077.11713231375,50031.71176396811,50250.076238082365,50280.79276846882,50118.57000770897,49988.45564394303,50398.19656078493,50041.25624274602,49987.99187713856,50060.717105885524,50579.45060424527,50315.25463003446,50128.73731524549,50252.70613066399,50282.49481307767,50037.08795833146,50095.868356699626,50151.82102947339,50629.073845758714,50356.751483165455,50463.02607057703,50707.94655155445,50725.79167752301,50587.38258202994,50210.37955704965
49846.43755587057,49976.348224761496,50090.497105794224,49972.100534456236,50189.25225704043,50401.61860525289,49887.39632598218,49885.71375375693,49982.4092070213,50625.343656805926,50183.36093442542,50155.54309323947,50155.444610110964,49956.45492288639,50110.71756678764,49842.82726310054,50581.72548167882,50352.300973026504,50015.81673894884,49994.58552007713,50404.981423506215,50692.78648423328,50540.78706213133,50031.67834488088,50210.45273988638,50075.90614255487,50239.46286762422,49854.51252805906,50058.372502122314,50484.179977413514,50310.767758096415,50342.09350825004,50601.009333486465,50864.94951515229,50629.86699296913,50260.67438689255
49961.55969877133,50039.25497929521,50089.55602347442,49820.41339865615,50118.01162780019,50333.99015743768,49918.44989975145,49786.03103943355,50265.898170413064,50353.33935265637,50247.65891336157,50158.357825116,50055.84461387998,50164.39201317992,50354.89385328463,49633.78786642499,50006.985867834264,50261.69794239008,50131.25479365695,50285.622813951784,50349.62262306971,50579.120761805396,50378.28662622425,50138.82898629851,50176.40440977353,50187.915530591425,50319.88122022464,49908.66169196815,50147.52649833097,50651.87422841148,50663.80021736233,50580.65665509053,50539.840384103496,50817.32266026928,50630.27073242881,50131.214882463326
49980.56503456588,49951.01877669695,50110.47652556687,49809.568285392175,49884.925232361216,50046.41407831091,49974.95601219776,49986.57841122389,50170.241019984824,50529.476039167945,50150.63983840121,50220.43837622482,50031.18302339697,50055.96347626659,50346.03437313091,49888.6817116023,50155.244573512704,50271.80059018844,50172.88671704531,50109.127628844726,50212.09953886339,50678.55993400866,50465.2471261984,49988.401289521054,50260.66556153755,50391.45494527306,50293.892803204515,49707.73231416479,50113.94578664917,50404.048420195,50229.09896298766,50224.406019356815,50682.27555521033,50786.36538944547,50509.30944873595,50171.5304016656
49755.50106050747,49903.502277289204,50046.02767250799,49870.541088383,50066.95379235126,50298.24598045133,49992.37101880343,49649.707873146246,50214.82067088362,50558.69647320907,50341.37987071275,50266.2758005318,50099.19820393866,50081.41008293681,50207.15898666767,50076.14019644169,50277.469527537476,50355.88911380033,50079.87493439229,49979.47350096861,50585.97895642993,50569.08166317411,50527.085308997746,50132.60447089852,50180.26315755144,50087.62015693798,50105.2447831282,50071.14421785175,50234.992492821446,50519.531324039446,50268.06755290299,50168.66415019306,50490.84948311573,51275.90639933669,50757.86339236623,50134.497731622054
49996.697795400185,50064.80327401334,50132.74690052146,49310.120274851266,50127.741517278,50203.762808857624,49802.0756956278,49949.23139696654,50174.61620387693,50456.14609369945,50110.071985323986,49738.11401942999,50197.35963791721,50110.07043020716,50315.10461230822,49816.94769139309,50048.162230386166,50132.54488890225,50327.03819630923,49967.18345735888,50361.05917043183,50514.01090125349,50487.573834445786,50168.17069725201,50088.76178605564,50209.4125718732,50269.73776598761,49859.16323216731,50590.717612205364,50495.02567795556,50330.19738546673,50356.42394215263,50556.39103502587,51042.44509900821,50490.50382049874,50106.76672951508
49806.40557610768,50046.6129394002,50448.2858157076,49855.28874779845,50026.068553717276,50190.11388592938,49980.81401480101,49888.09691506646,50200.46088617122,50622.3482575618,50050.9000009129,49949.04297072893,49968.7711861785,50077.486219961225,50304.813419718215,49892.503365057055,49971.589361108614,50390.389013053784,50021.961287917526,50074.537414370396,50349.913433449496,50715.86522903307,50649.68103724857,50237.124450012656,50363.86737004571,50104.981317276244,50213.294562573334,49759.65861743413,50186.57869738311,50292.00620098606,50266.145241827275,50278.71624979835,50556.04529745657,50710.33091218695,50717.08996682981,50129.18207644969
49905.86628657489,49955.08171135815,50155.31351873026,49773.93272996693,50146.360831636666,50148.93369013709,50050.24374456566,49863.659722548735,50219.42731172357,50027.67901470862,50279.471578328696,49917.0965294664,50089.32433211633,50103.539862988764,50145.49175266213,49739.74904550026,50057.882106868194,50308.15948596813,50153.175774834264,50248.08171268356,50348.309983810585,50515.07766477254,50257.20097543345,50044.19546982769,50183.35268887378,50191.85613362649,50388.8885777575,49808.096223825356,50069.55896619622,50352.742284816275,50469.95246490674,50169.4800599852,50545.34946185538,50847.06561248404,50394.00818125249,50173.20088155593
50061.75750368576,49632.50662110964,50180.283093735525,49860.286566149996,50035.3900096183,50353.382934664776,50132.92038689537,49839.42004781241,50232.43514250109,50410.3568175226,50241.130713485916,49966.1347463622,50260.09188915236,50268.0039255995,50343.21278982049,49858.051037708035,49998.61210376922,50179.51587536052,49900.88636866404,50060.10877638804,50455.22044884089,50743.57220300257,50443.93184421403,50446.24927394765,50330.89966481022,50029.675906467135,50274.48601955045,49940.79803487481,50256.41722304248,50530.66677775515,50152.64751147663,50313.93134411841,50598.512499267184,50888.25805633619,50479.760552504384,50161.80728984197
49936.74863120537,49893.46302247139,49948.209729947586,49766.99614562696,50017.36384240128,50315.29955924903,49965.70728047981,49810.851412874836,49943.12727235468,50336.7488488158,50229.870320862814,49881.493544021,50174.03911682132,49808.60289080624,50182.56480126018,49979.901985979996,50045.25361634367,50478.62721631949,50335.40434289239,49969.25353698477,50599.07563814511,50558.26578637868,50646.86321152572,50319.2764831936,50143.8056977955,50297.4755087157,50122.799092453235,49845.72693853529,50284.12778736487,50612.98545935391,50493.94014490457,50106.21915860207,50506.06942321232,50857.44818738642,50747.46442697534,50188.15204153478
49869.107471777235,50195.34715275043,50605.70377940509,49719.886953837995,50101.90876006164,50271.768058529065,50091.70906239694,49806.588354891566,50285.02124976789,50256.260004792704,50288.28934607789,49903.51498031018,50013.28332746259,50185.505961642426,50251.541044418824,49942.79167165242,50110.49825094283,50269.33316848228,50068.684961093306,50029.64520595016,50317.974419946644,50541.152616748586,50583.54187200811,50132.368201019264,50153.39203588296,50111.33406413506,50058.82119111536,49866.88363632148,50167.43517660697,50523.74339228217,50421.1293004532,50306.06145375476,50685.388661891026,50675.4241048104,50595.033781322636,50245.464772751104
49981.46203606357,50031.75370487165,50102.24374098522,49918.629273495564,50222.52386991185,50446.21174685793,50051.66341603251,49788.66323155756,50123.28030035254,50135.13388694423,50311.664486681315,50148.341245920994,49942.827470179705,50087.05148022978,50101.03270133087,49967.67462281048,50325.7690453586,50187.03877337613,50167.14024875472,49828.06370898814,50437.58639065589,50696.99777861251,50795.01992080045,50276.520637708316,50157.71441846416,49980.953761222736,50179.13340497739,49844.70694217017,50283.362328733136,50571.83004124805,50278.17643572883,50052.654913038095,50515.31181269053,50939.613593838265,50705.77530505063,49843.64499230944
49876.795809838084,49870.05495915801,50167.790951995434,49886.3169306807,49602.906153188735,50342.079974829576,50011.21488023272,49764.172910280366,50190.26851109914,50455.57384604223,50313.85830578463,50117.234688655866,50197.69325782126,50134.675644622585,50211.99632276206,50004.412027091654,50008.92701833031,50436.00158505665,50171.31600146348,50046.760346410374,50170.771330908035,50750.41925600697,50429.36254537931,50086.70407723474,50316.88569614279,50042.32888340961,50338.61634861168,49904.097876070075,50268.43428101347,50555.894907991926,50428.59983047464,50479.52251217066,50571.84290521685,50603.33491954433,50700.01520887798,49616.630341181306
49699.16812812545,49926.83533958395,50085.479285255664,49751.57289919952,50093.06239474857,50544.44151417986,50073.42135199056,49775.3912677376,50133.998692078305,50208.72219209718,49947.48258902097,50062.85795324012,50001.76830539443,50246.16410957213,50324.49388760433,49696.73329373769,50269.068847640614,50367.39746199008,49981.83517123666,49949.84842648358,50175.89290026973,50614.50365194856,50572.40943113611,50221.476177217715,50294.078946245674,50268.46255043241,50140.500452752975,50121.79007575055,50084.48389730006,50770.26243681557,50396.6347193813,50352.80871112333,50358.58970949714,50647.151622379744,50701.08186285819,50265.6226328918
49925.93022216285,49909.86298870903,50244.16090725522,49842.45033323242,50263.47242408576,50034.52804981751,49829.672730005805,49642.913025144284,50233.71925894172,50421.32940891247,50308.63372219965,49903.9672920808,50201.55974514831,50160.07431329709,50433.43997051082,50032.42389068243,50111.45417079596,50205.23200544453,49955.69686265122,50098.2043948915,50344.24710683688,50533.52970271315,50529.035737172344,50271.61879466245,49993.46748320175,50114.7888088046,50365.731937343204,49931.61451419161,50338.50784390428,50470.840622046264,50317.27989359242,50171.43077504817,50556.76095989775,50688.429942177594,50724.952486675844,50154.06849265615
50083.400749421075,50060.95790160087,50305.56120233433,49676.66596651297,49937.969451362296,50156.8873491432,50158.78856095766,49742.69906329607,50127.83339875888,50324.78176665428,50203.26429910927,50055.973671903106,50084.21340494617,50297.20409418824,50185.412227366854,49919.12989716805,50013.28228367334,50379.61664396475,50137.64041091273,50083.33829588929,50428.299086909814,50775.47732881065,50502.991273246545,50178.47831842798,50301.42140606216,50184.55861021489,50201.24686306392,49861.38099957386,50397.865903421705,50586.72440815392,50426.54224499619,50471.50699294388,50657.49510437212,50752.16993069595,50539.72922933041,50062.29218350272
49845.56464697299,50058.68556383313,50247.67252538825,49848.45084988609,49912.24579519606,50301.11089420644,49875.138144385965,49658.05062926251,50306.405771940445,50350.41239782549,50225.99919391665,49992.380217448845,50174.42060610967,49980.44834146237,50078.59525420083,49981.00258201004,50134.96184497728,50226.655671760695,50015.99560079619,49937.32563037538,50282.82431931485,50618.25551265491,50299.81702992763,50192.715811565984,50369.3258751809,50124.70528561925,50329.7445252141,49864.930997627394,50054.31096504019,50403.03452666032,50326.41824324777,50292.73682761641,50573.553047599344,50970.74081678944,50459.7957995916,49876.939629283814
